geoid,name,B19013001,"B19013001, Error"
14000US06037141201,"Census Tract 1412.01, Los Angeles, CA",70089,15217
14000US06037141202,"Census Tract 1412.02, Los Angeles, CA",75179,6636
14000US06037141302,"Census Tract 1413.02, Los Angeles, CA",89128,11178
14000US06037141303,"Census Tract 1413.03, Los Angeles, CA",62500,11951
14000US06037141304,"Census Tract 1413.04, Los Angeles, CA",78359,24049
14000US06037141400,"Census Tract 1414, Los Angeles, CA",94279,14771
14000US06037141500,"Census Tract 1415, Los Angeles, CA",180625,53577
14000US06037141600,"Census Tract 1416, Los Angeles, CA",187470,16767
14000US06037141700,"Census Tract 1417, Los Angeles, CA",186750,14346
14000US06037143100,"Census Tract 1431, Los Angeles, CA",105025,15281
14000US06037143200,"Census Tract 1432, Los Angeles, CA",73077,13134
14000US06037143300,"Census Tract 1433, Los Angeles, CA",78016,21269
14000US06037143400,"Census Tract 1434, Los Angeles, CA",102582,16935
14000US06037143500,"Census Tract 1435, Los Angeles, CA",87464,20389
14000US06037143602,"Census Tract 1436.02, Los Angeles, CA",72995,14180
14000US06037143603,"Census Tract 1436.03, Los Angeles, CA",74141,12279
14000US06037143604,"Census Tract 1436.04, Los Angeles, CA",62407,6926
14000US06037143700,"Census Tract 1437, Los Angeles, CA",120278,35917
14000US06037143800,"Census Tract 1438, Los Angeles, CA",146458,27794
14000US06037143901,"Census Tract 1439.01, Los Angeles, CA",170441,33734
14000US06037143902,"Census Tract 1439.02, Los Angeles, CA",117750,7694
14000US06037181000,"Census Tract 1810, Los Angeles, CA",112891,14642
14000US06037181300,"Census Tract 1813, Los Angeles, CA",89623,10896
14000US06037181400,"Census Tract 1814, Los Angeles, CA",55208,12500
14000US06037181500,"Census Tract 1815, Los Angeles, CA",100347,35837
14000US06037181600,"Census Tract 1816, Los Angeles, CA",73958,12827
14000US06037183101,"Census Tract 1831.01, Los Angeles, CA",69519,20890
14000US06037183103,"Census Tract 1831.03, Los Angeles, CA",54271,6526
14000US06037183104,"Census Tract 1831.04, Los Angeles, CA",69250,10407
14000US06037183220,"Census Tract 1832.20, Los Angeles, CA",52213,3733
14000US06037183221,"Census Tract 1832.21, Los Angeles, CA",57350,11588
14000US06037183222,"Census Tract 1832.22, Los Angeles, CA",63472,23626
14000US06037183300,"Census Tract 1833, Los Angeles, CA",71500,8893
14000US06037183401,"Census Tract 1834.01, Los Angeles, CA",60750,8208
14000US06037183402,"Census Tract 1834.02, Los Angeles, CA",61161,12251
14000US06037183510,"Census Tract 1835.10, Los Angeles, CA",66625,14693
14000US06037183520,"Census Tract 1835.20, Los Angeles, CA",39861,10844
14000US06037183610,"Census Tract 1836.10, Los Angeles, CA",53988,9312
14000US06037183620,"Census Tract 1836.20, Los Angeles, CA",50500,10373
14000US06037183701,"Census Tract 1837.01, Los Angeles, CA",47098,8810
14000US06037183702,"Census Tract 1837.02, Los Angeles, CA",51531,9162
14000US06037183810,"Census Tract 1838.10, Los Angeles, CA",37421,12763
14000US06037183820,"Census Tract 1838.20, Los Angeles, CA",32596,7298
14000US06037185100,"Census Tract 1851, Los Angeles, CA",80268,38639
14000US06037185202,"Census Tract 1852.02, Los Angeles, CA",62044,14035
14000US06037185203,"Census Tract 1852.03, Los Angeles, CA",40208,5374
14000US06037185204,"Census Tract 1852.04, Los Angeles, CA",77120,9255
14000US06037185310,"Census Tract 1853.10, Los Angeles, CA",50724,14785
14000US06037185320,"Census Tract 1853.20, Los Angeles, CA",39868,7760
14000US06037186100,"Census Tract 1861, Los Angeles, CA",85463,13111
14000US06037186201,"Census Tract 1862.01, Los Angeles, CA",59125,14772
14000US06037186202,"Census Tract 1862.02, Los Angeles, CA",88417,18818
14000US06037186203,"Census Tract 1862.03, Los Angeles, CA",97857,22876
14000US06037186301,"Census Tract 1863.01, Los Angeles, CA",38672,6302
14000US06037186302,"Census Tract 1863.02, Los Angeles, CA",63158,15188
14000US06037186401,"Census Tract 1864.01, Los Angeles, CA",38375,8937
14000US06037186403,"Census Tract 1864.03, Los Angeles, CA",53958,12840
14000US06037186404,"Census Tract 1864.04, Los Angeles, CA",56094,17663
14000US06037187101,"Census Tract 1871.01, Los Angeles, CA",78375,13951
14000US06037187102,"Census Tract 1871.02, Los Angeles, CA",54167,10372
14000US06037187200,"Census Tract 1872, Los Angeles, CA",58705,8131
14000US06037187300,"Census Tract 1873, Los Angeles, CA",99911,22083
14000US06037188100,"Census Tract 1881, Los Angeles, CA",56176,8418
14000US06037188201,"Census Tract 1882.01, Los Angeles, CA",69950,9820
14000US06037188202,"Census Tract 1882.02, Los Angeles, CA",107668,15696
14000US06037188300,"Census Tract 1883, Los Angeles, CA",93594,15267
14000US06037189101,"Census Tract 1891.01, Los Angeles, CA",60133,15270
14000US06037189102,"Census Tract 1891.02, Los Angeles, CA",82107,11313
14000US06037189201,"Census Tract 1892.01, Los Angeles, CA",36975,8094
14000US06037189202,"Census Tract 1892.02, Los Angeles, CA",107688,13565
14000US06037189300,"Census Tract 1893, Los Angeles, CA",186000,42992
14000US06037189400,"Census Tract 1894, Los Angeles, CA",123500,29444
14000US06037189500,"Census Tract 1895, Los Angeles, CA",56605,8691
14000US06037189600,"Census Tract 1896, Los Angeles, CA",69475,11829
14000US06037189701,"Census Tract 1897.01, Los Angeles, CA",90968,33823
14000US06037189702,"Census Tract 1897.02, Los Angeles, CA",78750,11495
14000US06037189800,"Census Tract 1898, Los Angeles, CA",62951,6566
14000US06037189902,"Census Tract 1899.02, Los Angeles, CA",52120,10109
14000US06037189903,"Census Tract 1899.03, Los Angeles, CA",50083,7337
14000US06037189904,"Census Tract 1899.04, Los Angeles, CA",45116,3768
14000US06037189905,"Census Tract 1899.05, Los Angeles, CA",60954,11284
14000US06037190100,"Census Tract 1901, Los Angeles, CA",42470,11537
14000US06037190201,"Census Tract 1902.01, Los Angeles, CA",23750,10494
14000US06037190202,"Census Tract 1902.02, Los Angeles, CA",35422,7556
14000US06037190301,"Census Tract 1903.01, Los Angeles, CA",43680,6713
14000US06037190401,"Census Tract 1904.01, Los Angeles, CA",40774,7651
14000US06037190402,"Census Tract 1904.02, Los Angeles, CA",29301,6995
14000US06037190510,"Census Tract 1905.10, Los Angeles, CA",32029,6251
14000US06037190520,"Census Tract 1905.20, Los Angeles, CA",30151,5000
14000US06037190700,"Census Tract 1907, Los Angeles, CA",50350,7969
14000US06037190801,"Census Tract 1908.01, Los Angeles, CA",22793,6189
14000US06037190802,"Census Tract 1908.02, Los Angeles, CA",35556,12855
14000US06037190901,"Census Tract 1909.01, Los Angeles, CA",33211,5596
14000US06037190902,"Census Tract 1909.02, Los Angeles, CA",30923,5312
14000US06037191000,"Census Tract 1910, Los Angeles, CA",42131,11410
14000US06037191110,"Census Tract 1911.10, Los Angeles, CA",36468,3184
14000US06037191120,"Census Tract 1911.20, Los Angeles, CA",36143,4021
14000US06037191201,"Census Tract 1912.01, Los Angeles, CA",42539,5708
14000US06037191203,"Census Tract 1912.03, Los Angeles, CA",28900,5966
14000US06037191204,"Census Tract 1912.04, Los Angeles, CA",36429,8558
14000US06037191301,"Census Tract 1913.01, Los Angeles, CA",47674,12093
14000US06037191302,"Census Tract 1913.02, Los Angeles, CA",39375,11756
14000US06037191410,"Census Tract 1914.10, Los Angeles, CA",32025,4122
14000US06037191420,"Census Tract 1914.20, Los Angeles, CA",53704,12107
14000US06037191500,"Census Tract 1915, Los Angeles, CA",41559,4968
14000US06037191610,"Census Tract 1916.10, Los Angeles, CA",44583,5724
14000US06037191620,"Census Tract 1916.20, Los Angeles, CA",28036,3637
14000US06037191710,"Census Tract 1917.10, Los Angeles, CA",24815,7630
14000US06037191720,"Census Tract 1917.20, Los Angeles, CA",31136,5967
14000US06037191810,"Census Tract 1918.10, Los Angeles, CA",42863,9530
14000US06037191820,"Census Tract 1918.20, Los Angeles, CA",54875,14365
14000US06037191901,"Census Tract 1919.01, Los Angeles, CA",54028,9939
14000US06037191902,"Census Tract 1919.02, Los Angeles, CA",91550,14506
14000US06037192001,"Census Tract 1920.01, Los Angeles, CA",60326,7989
14000US06037192002,"Census Tract 1920.02, Los Angeles, CA",104091,19122
14000US06037192300,"Census Tract 1923, Los Angeles, CA",100000,26721
14000US06037192410,"Census Tract 1924.10, Los Angeles, CA",78333,8162
14000US06037192420,"Census Tract 1924.20, Los Angeles, CA",58227,10379
14000US06037192510,"Census Tract 1925.10, Los Angeles, CA",45577,8331
14000US06037192520,"Census Tract 1925.20, Los Angeles, CA",40510,5072
14000US06037192610,"Census Tract 1926.10, Los Angeles, CA",31577,5031
14000US06037192620,"Census Tract 1926.20, Los Angeles, CA",35236,5806
14000US06037192700,"Census Tract 1927, Los Angeles, CA",44079,12097
14000US06037194101,"Census Tract 1941.01, Los Angeles, CA",81053,12219
14000US06037194102,"Census Tract 1941.02, Los Angeles, CA",124764,21917
14000US06037194200,"Census Tract 1942, Los Angeles, CA",131964,25310
14000US06037194300,"Census Tract 1943, Los Angeles, CA",185188,44279
14000US06037194401,"Census Tract 1944.01, Los Angeles, CA",83191,11219
14000US06037194402,"Census Tract 1944.02, Los Angeles, CA",96552,29587
14000US06037194500,"Census Tract 1945, Los Angeles, CA",98750,17643
14000US06037195100,"Census Tract 1951, Los Angeles, CA",126528,23012
14000US06037195201,"Census Tract 1952.01, Los Angeles, CA",75787,6310
14000US06037195202,"Census Tract 1952.02, Los Angeles, CA",103050,5330
14000US06037195300,"Census Tract 1953, Los Angeles, CA",69145,8672
14000US06037195400,"Census Tract 1954, Los Angeles, CA",93226,14593
14000US06037195500,"Census Tract 1955, Los Angeles, CA",79553,20703
14000US06037195600,"Census Tract 1956, Los Angeles, CA",67778,16174
14000US06037195710,"Census Tract 1957.10, Los Angeles, CA",46125,7355
14000US06037195720,"Census Tract 1957.20, Los Angeles, CA",46023,7987
14000US06037195802,"Census Tract 1958.02, Los Angeles, CA",48309,9343
14000US06037195803,"Census Tract 1958.03, Los Angeles, CA",63261,18660
14000US06037195804,"Census Tract 1958.04, Los Angeles, CA",55662,13994
14000US06037195901,"Census Tract 1959.01, Los Angeles, CA",52341,7329
14000US06037195902,"Census Tract 1959.02, Los Angeles, CA",60050,11423
14000US06037195903,"Census Tract 1959.03, Los Angeles, CA",45708,8867
14000US06037197200,"Census Tract 1972, Los Angeles, CA",55021,10049
14000US06037197300,"Census Tract 1973, Los Angeles, CA",73097,15390
14000US06037197410,"Census Tract 1974.10, Los Angeles, CA",101273,10550
14000US06037197420,"Census Tract 1974.20, Los Angeles, CA",52051,11883
14000US06037197500,"Census Tract 1975, Los Angeles, CA",61313,3217
14000US06037197600,"Census Tract 1976, Los Angeles, CA",54750,11036
14000US06037197700,"Census Tract 1977, Los Angeles, CA",36759,11465
14000US06037199000,"Census Tract 1990, Los Angeles, CA",47250,9928
14000US06037199110,"Census Tract 1991.10, Los Angeles, CA",56250,8185
14000US06037199120,"Census Tract 1991.20, Los Angeles, CA",30893,7561
14000US06037199201,"Census Tract 1992.01, Los Angeles, CA",39009,14534
14000US06037199202,"Census Tract 1992.02, Los Angeles, CA",54688,9605
14000US06037199300,"Census Tract 1993, Los Angeles, CA",57031,9292
14000US06037199400,"Census Tract 1994, Los Angeles, CA",40370,9783
14000US06037199700,"Census Tract 1997, Los Angeles, CA",35000,5105
14000US06037199800,"Census Tract 1998, Los Angeles, CA",31974,7305
14000US06037199900,"Census Tract 1999, Los Angeles, CA",33411,3953
14000US06037201110,"Census Tract 2011.10, Los Angeles, CA",50625,14182
14000US06037201120,"Census Tract 2011.20, Los Angeles, CA",43371,6314
14000US06037201200,"Census Tract 2012, Los Angeles, CA",41295,2933
14000US06037201301,"Census Tract 2013.01, Los Angeles, CA",42986,8060
14000US06037201302,"Census Tract 2013.02, Los Angeles, CA",74634,15309
14000US06037201401,"Census Tract 2014.01, Los Angeles, CA",47639,7421
14000US06037201402,"Census Tract 2014.02, Los Angeles, CA",54655,8693
14000US06037201501,"Census Tract 2015.01, Los Angeles, CA",44764,5620
14000US06037201503,"Census Tract 2015.03, Los Angeles, CA",35625,6837
14000US06037201504,"Census Tract 2015.04, Los Angeles, CA",48906,14754
14000US06037201601,"Census Tract 2016.01, Los Angeles, CA",59265,5253
14000US06037201602,"Census Tract 2016.02, Los Angeles, CA",61458,17645
14000US06037201700,"Census Tract 2017, Los Angeles, CA",58875,13840
14000US06037203100,"Census Tract 2031, Los Angeles, CA",26306,4549
14000US06037203200,"Census Tract 2032, Los Angeles, CA",45785,9756
14000US06037203300,"Census Tract 2033, Los Angeles, CA",31212,7583
14000US06037203500,"Census Tract 2035, Los Angeles, CA",34665,8385
14000US06037203600,"Census Tract 2036, Los Angeles, CA",44239,10571
14000US06037203710,"Census Tract 2037.10, Los Angeles, CA",37962,4130
14000US06037203720,"Census Tract 2037.20, Los Angeles, CA",29173,9016
14000US06037203800,"Census Tract 2038, Los Angeles, CA",38955,7686
14000US06037203900,"Census Tract 2039, Los Angeles, CA",42326,5933
14000US06037204110,"Census Tract 2041.10, Los Angeles, CA",38464,10241
14000US06037204120,"Census Tract 2041.20, Los Angeles, CA",41111,6806
14000US06037204200,"Census Tract 2042, Los Angeles, CA",29972,4523
14000US06037204300,"Census Tract 2043, Los Angeles, CA",31026,5049
14000US06037204410,"Census Tract 2044.10, Los Angeles, CA",32419,10860
14000US06037204420,"Census Tract 2044.20, Los Angeles, CA",25732,3867
14000US06037204600,"Census Tract 2046, Los Angeles, CA",35725,12304
14000US06037204700,"Census Tract 2047, Los Angeles, CA",50458,13813
14000US06037204810,"Census Tract 2048.10, Los Angeles, CA",41037,2860
14000US06037204820,"Census Tract 2048.20, Los Angeles, CA",39598,6133
14000US06037204910,"Census Tract 2049.10, Los Angeles, CA",37176,8483
14000US06037204920,"Census Tract 2049.20, Los Angeles, CA",40871,5581
14000US06037205110,"Census Tract 2051.10, Los Angeles, CA",43063,3833
14000US06037205120,"Census Tract 2051.20, Los Angeles, CA",28558,3548
14000US06037206010,"Census Tract 2060.10, Los Angeles, CA",27669,18654
14000US06037206020,"Census Tract 2060.20, Los Angeles, CA",96719,12738
14000US06037206031,"Census Tract 2060.31, Los Angeles, CA",87500,18167
14000US06037206032,"Census Tract 2060.32, Los Angeles, CA",33750,6267
14000US06037206050,"Census Tract 2060.50, Los Angeles, CA",22121,3623
14000US06037206200,"Census Tract 2062, Los Angeles, CA",20169,4715
14000US06037206300,"Census Tract 2063, Los Angeles, CA",10262,804
14000US06037207101,"Census Tract 2071.01, Los Angeles, CA",38789,6952
14000US06037207102,"Census Tract 2071.02, Los Angeles, CA",22929,6782
14000US06037207103,"Census Tract 2071.03, Los Angeles, CA",23031,5280
14000US06037207301,"Census Tract 2073.01, Los Angeles, CA",46895,10808
14000US06037207302,"Census Tract 2073.02, Los Angeles, CA",40254,7748
14000US06037207400,"Census Tract 2074, Los Angeles, CA",91705,22401
14000US06037207501,"Census Tract 2075.01, Los Angeles, CA",62813,13347
14000US06037207502,"Census Tract 2075.02, Los Angeles, CA",19685,2728
14000US06037207710,"Census Tract 2077.10, Los Angeles, CA",83210,15842
14000US06037207900,"Census Tract 2079, Los Angeles, CA",84882,11731
14000US06037208000,"Census Tract 2080, Los Angeles, CA",35638,8369
14000US06037208301,"Census Tract 2083.01, Los Angeles, CA",41518,12847
14000US06037208302,"Census Tract 2083.02, Los Angeles, CA",31845,3894
14000US06037208401,"Census Tract 2084.01, Los Angeles, CA",26153,2778
14000US06037208402,"Census Tract 2084.02, Los Angeles, CA",41143,5781
14000US06037208501,"Census Tract 2085.01, Los Angeles, CA",50648,11443
14000US06037208502,"Census Tract 2085.02, Los Angeles, CA",32485,5519
14000US06037208610,"Census Tract 2086.10, Los Angeles, CA",40278,8771
14000US06037208620,"Census Tract 2086.20, Los Angeles, CA",36678,5754
14000US06037208710,"Census Tract 2087.10, Los Angeles, CA",56745,3784
14000US06037208720,"Census Tract 2087.20, Los Angeles, CA",27233,4003
14000US06037208801,"Census Tract 2088.01, Los Angeles, CA",30225,6009
14000US06037208802,"Census Tract 2088.02, Los Angeles, CA",34226,9192
14000US06037208902,"Census Tract 2089.02, Los Angeles, CA",32413,3145
14000US06037208903,"Census Tract 2089.03, Los Angeles, CA",30096,7772
14000US06037208904,"Census Tract 2089.04, Los Angeles, CA",25590,5488
14000US06037209102,"Census Tract 2091.02, Los Angeles, CA",22948,3247
14000US06037209103,"Census Tract 2091.03, Los Angeles, CA",26336,2603
14000US06037209104,"Census Tract 2091.04, Los Angeles, CA",21907,2823
14000US06037209200,"Census Tract 2092, Los Angeles, CA",45093,9088
14000US06037209300,"Census Tract 2093, Los Angeles, CA",24684,4157
14000US06037209401,"Census Tract 2094.01, Los Angeles, CA",21380,3046
14000US06037209402,"Census Tract 2094.02, Los Angeles, CA",24813,7267
14000US06037209403,"Census Tract 2094.03, Los Angeles, CA",18433,3105
14000US06037209510,"Census Tract 2095.10, Los Angeles, CA",29199,4342
14000US06037209520,"Census Tract 2095.20, Los Angeles, CA",28077,5107
14000US06037209810,"Census Tract 2098.10, Los Angeles, CA",30027,3949
14000US06037209820,"Census Tract 2098.20, Los Angeles, CA",23705,3065
14000US06037210010,"Census Tract 2100.10, Los Angeles, CA",25755,4830
14000US06037211000,"Census Tract 2110, Los Angeles, CA",134000,17955
14000US06037211120,"Census Tract 2111.20, Los Angeles, CA",41134,8148
14000US06037211121,"Census Tract 2111.21, Los Angeles, CA",47269,8080
14000US06037211122,"Census Tract 2111.22, Los Angeles, CA",50104,4929
14000US06037211201,"Census Tract 2112.01, Los Angeles, CA",41767,2934
14000US06037211202,"Census Tract 2112.02, Los Angeles, CA",34636,3197
14000US06037211310,"Census Tract 2113.10, Los Angeles, CA",37294,2839
14000US06037211320,"Census Tract 2113.20, Los Angeles, CA",32182,8081
14000US06037211410,"Census Tract 2114.10, Los Angeles, CA",42135,11427
14000US06037211420,"Census Tract 2114.20, Los Angeles, CA",41172,6201
14000US06037211500,"Census Tract 2115, Los Angeles, CA",56250,12737
14000US06037211701,"Census Tract 2117.01, Los Angeles, CA",57973,10865
14000US06037211703,"Census Tract 2117.03, Los Angeles, CA",49036,6443
14000US06037211704,"Census Tract 2117.04, Los Angeles, CA",32455,5739
14000US06037211802,"Census Tract 2118.02, Los Angeles, CA",36795,4281
14000US06037211803,"Census Tract 2118.03, Los Angeles, CA",45192,8153
14000US06037211804,"Census Tract 2118.04, Los Angeles, CA",36452,6074
14000US06037211910,"Census Tract 2119.10, Los Angeles, CA",43116,4004
14000US06037211921,"Census Tract 2119.21, Los Angeles, CA",35334,5450
14000US06037211922,"Census Tract 2119.22, Los Angeles, CA",42364,6561
14000US06037212101,"Census Tract 2121.01, Los Angeles, CA",49258,9804
14000US06037212102,"Census Tract 2121.02, Los Angeles, CA",27781,9116
14000US06037212202,"Census Tract 2122.02, Los Angeles, CA",33409,4261
14000US06037212203,"Census Tract 2122.03, Los Angeles, CA",23521,4122
14000US06037212204,"Census Tract 2122.04, Los Angeles, CA",26500,6570
14000US06037212303,"Census Tract 2123.03, Los Angeles, CA",31215,2664
14000US06037212304,"Census Tract 2123.04, Los Angeles, CA",26786,4157
14000US06037212305,"Census Tract 2123.05, Los Angeles, CA",37406,4296
14000US06037212306,"Census Tract 2123.06, Los Angeles, CA",32543,3519
14000US06037212410,"Census Tract 2124.10, Los Angeles, CA",41906,6897
14000US06037212420,"Census Tract 2124.20, Los Angeles, CA",31250,12539
14000US06037212501,"Census Tract 2125.01, Los Angeles, CA",36709,3399
14000US06037212502,"Census Tract 2125.02, Los Angeles, CA",44178,10842
14000US06037212610,"Census Tract 2126.10, Los Angeles, CA",40801,7352
14000US06037212620,"Census Tract 2126.20, Los Angeles, CA",36708,3908
14000US06037212701,"Census Tract 2127.01, Los Angeles, CA",49653,8505
14000US06037212702,"Census Tract 2127.02, Los Angeles, CA",68750,8918
14000US06037212800,"Census Tract 2128, Los Angeles, CA",47614,15387
14000US06037212900,"Census Tract 2129, Los Angeles, CA",40296,4607
14000US06037213100,"Census Tract 2131, Los Angeles, CA",38616,6261
14000US06037213201,"Census Tract 2132.01, Los Angeles, CA",35447,5070
14000US06037213202,"Census Tract 2132.02, Los Angeles, CA",35410,3586
14000US06037213310,"Census Tract 2133.10, Los Angeles, CA",47629,13067
14000US06037213320,"Census Tract 2133.20, Los Angeles, CA",29879,6609
14000US06037213401,"Census Tract 2134.01, Los Angeles, CA",31467,2955
14000US06037213402,"Census Tract 2134.02, Los Angeles, CA",35901,4804
14000US06037214000,"Census Tract 2140, Los Angeles, CA",104735,24944
14000US06037214100,"Census Tract 2141, Los Angeles, CA",89196,24237
14000US06037214400,"Census Tract 2144, Los Angeles, CA",70174,6501
14000US06037214501,"Census Tract 2145.01, Los Angeles, CA",86438,12224
14000US06037214502,"Census Tract 2145.02, Los Angeles, CA",64961,19180
14000US06037214503,"Census Tract 2145.03, Los Angeles, CA",72202,6840
14000US06037214600,"Census Tract 2146, Los Angeles, CA",102892,11151
14000US06037214700,"Census Tract 2147, Los Angeles, CA",95677,20521
14000US06037214800,"Census Tract 2148, Los Angeles, CA",97214,8275
14000US06037214901,"Census Tract 2149.01, Los Angeles, CA",60525,11046
14000US06037214902,"Census Tract 2149.02, Los Angeles, CA",70795,16490
14000US06037215101,"Census Tract 2151.01, Los Angeles, CA",61609,4960
14000US06037215102,"Census Tract 2151.02, Los Angeles, CA",61368,14274
14000US06037216100,"Census Tract 2161, Los Angeles, CA",98102,13091
14000US06037216200,"Census Tract 2162, Los Angeles, CA",92823,19828
14000US06037216300,"Census Tract 2163, Los Angeles, CA",86190,15605
14000US06037216401,"Census Tract 2164.01, Los Angeles, CA",49395,18308
14000US06037216402,"Census Tract 2164.02, Los Angeles, CA",75074,12124
14000US06037216700,"Census Tract 2167, Los Angeles, CA",65234,8222
14000US06037216800,"Census Tract 2168, Los Angeles, CA",84261,10403
14000US06037216900,"Census Tract 2169, Los Angeles, CA",65750,22139
14000US06037217001,"Census Tract 2170.01, Los Angeles, CA",73603,17737
14000US06037217002,"Census Tract 2170.02, Los Angeles, CA",74215,4086
14000US06037217100,"Census Tract 2171, Los Angeles, CA",65568,14071
14000US06037217200,"Census Tract 2172, Los Angeles, CA",61131,14075
14000US06037218110,"Census Tract 2181.10, Los Angeles, CA",41897,8548
14000US06037218120,"Census Tract 2181.20, Los Angeles, CA",37604,6695
14000US06037218210,"Census Tract 2182.10, Los Angeles, CA",33034,3670
14000US06037218220,"Census Tract 2182.20, Los Angeles, CA",42347,8788
14000US06037218300,"Census Tract 2183, Los Angeles, CA",44911,13801
14000US06037218400,"Census Tract 2184, Los Angeles, CA",45184,10987
14000US06037218500,"Census Tract 2185, Los Angeles, CA",41410,5487
14000US06037218600,"Census Tract 2186, Los Angeles, CA",46786,14975
14000US06037218701,"Census Tract 2187.01, Los Angeles, CA",55154,11649
14000US06037218702,"Census Tract 2187.02, Los Angeles, CA",32218,8153
14000US06037218800,"Census Tract 2188, Los Angeles, CA",46936,6171
14000US06037218900,"Census Tract 2189, Los Angeles, CA",35491,2787
14000US06037219010,"Census Tract 2190.10, Los Angeles, CA",54450,10721
14000US06037219020,"Census Tract 2190.20, Los Angeles, CA",36350,12142
14000US06037219300,"Census Tract 2193, Los Angeles, CA",31190,6444
14000US06037219500,"Census Tract 2195, Los Angeles, CA",71400,16395
14000US06037219700,"Census Tract 2197, Los Angeles, CA",43243,10627
14000US06037219800,"Census Tract 2198, Los Angeles, CA",31212,6451
14000US06037219901,"Census Tract 2199.01, Los Angeles, CA",29680,6408
14000US06037219902,"Census Tract 2199.02, Los Angeles, CA",44766,9366
